#group,false,false,true,true,false,false,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string
#default,_result,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:35:36.890005Z,0.256345561,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:35:37.890005Z,0.294687471,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:35:38.890005Z,0.254944397,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:35:39.890005Z,0.301408719,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:35:40.890005Z,0.260563548,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:35:41.890005Z,0.278871652,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:35:42.890005Z,0.2797645,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:35:43.890005Z,0.28725183,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:35:44.890005Z,0.32375285,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:35:45.890005Z,0.323755431,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:35:46.890005Z,0.298073557,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:35:47.890005Z,0.259215409,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:35:48.890005Z,0.256968066,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:35:49.890005Z,0.271850879,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:35:50.890005Z,0.338386085,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:35:51.890005Z,0.32000632,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:35:52.890005Z,0.39893161,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:35:53.890005Z,0.36393693,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:35:54.890005Z,0.273609782,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:35:55.890005Z,0.459160846,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:35:56.890005Z,0.363752609,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:35:57.890005Z,0.384945201,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:35:58.890005Z,0.323251663,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:35:59.890005Z,0.251366886,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:36:00.890005Z,0.263395272,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:36:01.890005Z,0.263434654,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:36:02.890005Z,0.238389167,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:36:03.890005Z,0.282625112,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:36:04.890005Z,0.268284252,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:36:05.890005Z,0.286109679,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:36:06.890005Z,0.313862629,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:36:07.890005Z,0.302010709,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:36:08.890005Z,0.288449984,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:36:09.890005Z,0.254203631,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:36:10.890005Z,0.291629612,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:36:11.890005Z,0.292853512,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:36:12.890005Z,0.225323169,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:36:13.890005Z,0.321525812,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:36:14.890005Z,0.242403551,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:36:15.890005Z,0.38336328,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:36:16.890005Z,0.25468873,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:36:17.890005Z,0.202244739,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:36:18.890005Z,0.23314215,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:36:19.890005Z,0.186382498,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:36:20.890005Z,0.19184418,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:36:21.890005Z,0.21551013,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:36:22.890005Z,0.226623673,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:36:23.890005Z,0.226451007,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:36:24.890005Z,0.265051342,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:36:25.890005Z,0.203742926,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:36:26.890005Z,0.242589255,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:36:27.890005Z,0.253959257,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:36:28.890005Z,0.278284993,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:36:29.890005Z,0.271262167,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:36:30.890005Z,0.281986885,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:36:31.890005Z,0.201622987,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:36:32.890005Z,0.289601046,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:36:33.890005Z,0.342504604,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:36:34.890005Z,0.199875569,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:36:35.890005Z,0.254085688,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:36:36.890005Z,0.23179359,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:36:37.890005Z,0.210541952,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:36:38.890005Z,0.303598815,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:36:39.890005Z,0.252595302,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:36:40.890005Z,0.263191011,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:36:41.890005Z,0.263936684,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:36:42.890005Z,0.232206882,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:36:43.890005Z,0.375520209,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:36:44.890005Z,0.337861381,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:36:45.890005Z,0.297041511,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:36:46.890005Z,0.291822942,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:36:47.890005Z,0.300226073,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:36:48.890005Z,0.325184122,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:36:49.890005Z,0.382174609,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:36:50.890005Z,0.403275672,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:36:51.890005Z,0.260352769,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:36:52.890005Z,0.2629325,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:36:53.890005Z,0.291356931,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:36:54.890005Z,0.366108219,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:36:55.890005Z,0.350819312,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:36:56.890005Z,0.264933239,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:36:57.890005Z,0.295472017,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:36:58.890005Z,0.298674826,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:36:59.890005Z,0.298548812,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:37:00.890005Z,0.384549679,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:37:01.890005Z,0.371170757,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:37:02.890005Z,0.408787617,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:37:03.890005Z,0.29371877,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:37:04.890005Z,0.233042991,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:37:05.890005Z,0.280632089,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:37:06.890005Z,0.254760138,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:37:07.890005Z,0.263657952,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:37:08.890005Z,0.248442582,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:37:09.890005Z,0.38094089,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:37:10.890005Z,0.260311236,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:37:11.890005Z,0.279924744,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:37:12.890005Z,0.257666037,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:37:13.890005Z,0.347723837,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:37:14.890005Z,0.442502241,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:37:15.890005Z,0.283286899,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:37:16.890005Z,0.369824702,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:37:17.890005Z,0.506638236,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:37:18.890005Z,0.412617625,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:37:19.890005Z,0.419499569,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:37:20.890005Z,0.529012144,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:37:21.890005Z,0.236607216,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:37:22.890005Z,0.319045403,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:37:23.890005Z,0.269868708,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:37:24.890005Z,0.305573005,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:37:25.890005Z,0.265134354,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:37:26.890005Z,0.235930278,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:37:27.890005Z,0.292789235,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:37:28.890005Z,0.28303358,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:37:29.890005Z,0.259498634,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:37:30.890005Z,0.229170373,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:37:31.890005Z,0.289757868,Column1,Feature Table
,,0,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:37:32.890005Z,0.24293631,Column1,Feature Table
