#group,false,false,true,true,false,false,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string
#default,_result,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:45:49.890005Z,2.993931987,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:45:50.890005Z,3.090535377,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:45:51.890005Z,2.985468243,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:45:52.890005Z,2.97066344,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:45:53.890005Z,2.969272692,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:45:54.890005Z,2.345894853,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:45:55.890005Z,2.775849689,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:45:56.890005Z,2.684502582,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:45:57.890005Z,2.996279183,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:45:58.890005Z,2.727216506,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:45:59.890005Z,2.910703731,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:46:00.890005Z,2.658885319,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:46:01.890005Z,2.448415318,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:46:02.890005Z,2.676879073,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:46:03.890005Z,2.925229461,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:46:04.890005Z,3.806722821,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:46:05.890005Z,3.099824256,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:46:06.890005Z,3.024814851,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:46:07.890005Z,2.948560885,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:46:08.890005Z,2.650853838,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:46:09.890005Z,2.486850258,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:46:10.890005Z,2.516638,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:46:11.890005Z,2.586102669,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:46:12.890005Z,3.730326007,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:46:13.890005Z,2.948557326,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:46:14.890005Z,2.807060793,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:46:15.890005Z,2.908978816,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:46:16.890005Z,2.925744355,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:46:17.890005Z,2.712139133,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:46:18.890005Z,2.887108903,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:46:19.890005Z,2.917356902,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:46:20.890005Z,3.675122444,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:46:21.890005Z,2.943345143,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:46:22.890005Z,2.823596323,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:46:23.890005Z,2.645817531,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:46:24.890005Z,2.775722159,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:46:25.890005Z,3.016703299,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:46:26.890005Z,3.123698959,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:46:27.890005Z,3.194577468,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:46:28.890005Z,3.177208864,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:46:29.890005Z,3.627874887,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:46:30.890005Z,6.596115882,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:46:31.890005Z,3.595087011,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:46:32.890005Z,3.948849856,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:46:33.890005Z,3.090495453,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:46:34.890005Z,3.402383371,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:46:35.890005Z,3.463165706,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:46:36.890005Z,3.353978778,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:46:37.890005Z,2.597129012,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:46:38.890005Z,3.052378707,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:46:39.890005Z,3.068019124,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:46:40.890005Z,3.416755624,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:46:41.890005Z,3.051255008,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:46:42.890005Z,5.66251846,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:46:43.890005Z,4.105270791,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:46:44.890005Z,3.177247385,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:46:45.890005Z,3.06592361,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:46:46.890005Z,3.367570092,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:46:47.890005Z,3.193832079,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:46:48.890005Z,2.793287695,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:46:49.890005Z,3.548716381,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:46:50.890005Z,2.638086605,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:46:51.890005Z,2.554507365,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:46:52.890005Z,2.971269637,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:46:53.890005Z,3.07858992,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:46:54.890005Z,3.139031631,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:46:55.890005Z,3.287079682,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:46:56.890005Z,2.581299955,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:46:57.890005Z,2.404348832,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:46:58.890005Z,2.969126146,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:46:59.890005Z,2.986848787,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:47:00.890005Z,3.102941231,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:47:01.890005Z,3.703711175,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:47:02.890005Z,3.441271487,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:47:03.890005Z,3.45164917,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:47:04.890005Z,3.188593161,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:47:05.890005Z,2.818114791,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:47:06.890005Z,2.229602275,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:47:07.890005Z,2.221141371,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:47:08.890005Z,2.346009876,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:47:09.890005Z,2.25952459,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:47:10.890005Z,2.364996547,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:47:11.890005Z,3.748767182,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:47:12.890005Z,2.590939961,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:47:13.890005Z,2.84223606,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:47:14.890005Z,2.775370946,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:47:15.890005Z,2.904409638,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:47:16.890005Z,3.315398681,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:47:17.890005Z,2.963945639,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:47:18.890005Z,3.312923997,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:47:19.890005Z,3.094429663,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:47:20.890005Z,3.131950452,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:47:21.890005Z,3.268620186,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:47:22.890005Z,2.991043342,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:47:23.890005Z,3.637892209,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:47:24.890005Z,2.979454068,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:47:25.890005Z,3.025825307,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:47:26.890005Z,3.16176204,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:47:27.890005Z,2.792318687,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:47:28.890005Z,2.800585055,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:47:29.890005Z,3.02166532,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:47:30.890005Z,3.26702415,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:47:31.890005Z,3.293387108,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:47:32.890005Z,3.149589046,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:47:33.890005Z,3.27740701,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:47:34.890005Z,3.19503301,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:47:35.890005Z,3.264352749,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:47:36.890005Z,3.020899534,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:47:37.890005Z,3.478679366,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:47:38.890005Z,3.347420627,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:47:39.890005Z,3.142626142,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:47:40.890005Z,3.4288958,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:47:41.890005Z,2.899452214,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:47:42.890005Z,3.144156423,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:47:43.890005Z,3.1604478,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:47:44.890005Z,3.341099069,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:47:45.890005Z,3.461854846,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:47:46.890005Z,2.941943263,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:47:47.890005Z,3.190144382,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:47:48.890005Z,2.43933999,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:47:49.890005Z,2.26086179,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:47:50.890005Z,2.553030289,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:47:51.890005Z,2.412100637,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:47:52.890005Z,2.292984811,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:47:53.890005Z,2.51919306,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:47:54.890005Z,2.517188526,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:47:55.890005Z,2.53565265,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:47:56.890005Z,2.794100466,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:47:57.890005Z,2.386772406,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:47:58.890005Z,2.925862296,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:47:59.890005Z,2.984817023,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:48:00.890005Z,2.923403298,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:48:01.890005Z,2.771307233,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:48:02.890005Z,2.427345242,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:48:03.890005Z,2.542044897,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:48:04.890005Z,3.663916011,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:48:05.890005Z,2.897727338,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:48:06.890005Z,2.967067545,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:48:07.890005Z,2.896251021,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:48:08.890005Z,3.030903936,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:48:09.890005Z,2.941187997,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:48:10.890005Z,3.965149859,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:48:11.890005Z,3.007722446,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:48:12.890005Z,2.929889193,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:48:13.890005Z,3.022424403,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:48:14.890005Z,2.60907133,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:48:15.890005Z,2.489366703,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:48:16.890005Z,2.719259535,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:48:17.890005Z,4.545688119,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:48:18.890005Z,2.837142461,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:48:19.890005Z,2.984657348,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:48:20.890005Z,4.179168411,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:48:21.890005Z,2.789541013,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:48:22.890005Z,3.136310651,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:48:23.890005Z,3.249038785,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:48:24.890005Z,2.933115916,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:48:25.890005Z,2.849949279,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:48:26.890005Z,2.691143743,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:48:27.890005Z,2.934200115,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:48:28.890005Z,2.948006615,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:48:29.890005Z,3.154403732,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:48:30.890005Z,3.056876718,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:48:31.890005Z,3.112042662,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:48:32.890005Z,3.305034608,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:48:33.890005Z,3.424180697,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:48:34.890005Z,3.336548193,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:48:35.890005Z,3.236647697,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:48:36.890005Z,2.984596398,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:48:37.890005Z,3.078025004,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:48:38.890005Z,3.270209268,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:48:39.890005Z,2.885287323,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:48:40.890005Z,3.298642764,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:48:41.890005Z,3.15826071,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:48:42.890005Z,3.150057777,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:48:43.890005Z,3.363882764,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:48:44.890005Z,3.172447554,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:48:45.890005Z,6.377771155,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:48:46.890005Z,2.675213849,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:48:47.890005Z,4.316257179,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:48:48.890005Z,2.990787611,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:48:49.890005Z,2.777540326,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:48:50.890005Z,2.732995725,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:48:51.890005Z,2.681789969,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:48:52.890005Z,3.437320408,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:48:53.890005Z,3.122478863,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:48:54.890005Z,3.789516878,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:48:55.890005Z,2.251561521,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:48:56.890005Z,2.629397564,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:48:57.890005Z,3.304324362,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:48:58.890005Z,2.914000381,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:48:59.890005Z,2.225496859,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:49:00.890005Z,2.574316432,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:49:01.890005Z,2.418011572,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:49:02.890005Z,2.91322797,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:49:03.890005Z,6.038402368,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:49:04.890005Z,3.45011908,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:49:05.890005Z,3.588647019,Column14,Feature Table
,,5,2020-02-12T12:41:57Z,2024-03-13T12:41:57.66Z,2024-03-11T13:49:06.890005Z,2.885713469,Column14,Feature Table
